ID,Age,Gender,Military,Citizenship
5503,76.0,1.0,2.0,1.0
5504,20.0,2.0,2.0,2.0
5505,9.0,2.0,,1.0
5506,0.0,2.0,,1.0
5507,12.0,1.0,,1.0
5508,42.0,1.0,1.0,1.0
5509,0.0,2.0,,1.0
5510,40.0,2.0,2.0,1.0
5511,18.0,1.0,2.0,1.0
5512,39.0,1.0,2.0,1.0
5513,9.0,2.0,,1.0
5514,42.0,1.0,2.0,1.0
5515,41.0,2.0,2.0,1.0
5516,16.0,1.0,,1.0
5517,32.0,2.0,2.0,1.0
5518,13.0,2.0,,2.0
5519,57.0,1.0,1.0,1.0
5520,69.0,2.0,2.0,1.0
5521,0.0,1.0,,1.0
5522,42.0,2.0,2.0,1.0
5523,12.0,1.0,,1.0
5524,31.0,2.0,2.0,2.0
5525,9.0,1.0,,1.0
5526,14.0,1.0,,2.0
5527,36.0,1.0,2.0,1.0
5528,34.0,2.0,2.0,7.0
5529,18.0,2.0,2.0,1.0
5530,12.0,1.0,,1.0
5531,45.0,2.0,2.0,2.0
5532,85.0,2.0,2.0,1.0
5533,77.0,1.0,1.0,1.0
5534,6.0,2.0,,1.0
5535,2.0,2.0,,1.0
5536,12.0,1.0,,2.0
5537,30.0,1.0,2.0,1.0
5538,14.0,2.0,,1.0
5539,2.0,1.0,,1.0
5540,11.0,1.0,,1.0
5541,85.0,2.0,2.0,1.0
5542,56.0,1.0,2.0,1.0
5543,40.0,2.0,1.0,1.0
5544,49.0,2.0,2.0,1.0
5545,0.0,2.0,,1.0
5546,21.0,2.0,2.0,1.0
5547,44.0,1.0,2.0,1.0
5548,42.0,1.0,2.0,1.0
5549,51.0,2.0,2.0,1.0
5550,10.0,1.0,,1.0
5551,12.0,2.0,,1.0
5552,77.0,1.0,2.0,1.0
5553,45.0,2.0,2.0,2.0
5554,6.0,2.0,,1.0
5555,48.0,2.0,2.0,1.0
5556,18.0,1.0,2.0,1.0
5557,85.0,2.0,2.0,1.0
5558,12.0,2.0,,1.0
5559,28.0,2.0,2.0,1.0
5560,18.0,2.0,2.0,1.0
5561,2.0,2.0,,1.0
5562,64.0,1.0,2.0,1.0
5563,15.0,2.0,,1.0
5564,24.0,2.0,2.0,2.0
5565,25.0,2.0,2.0,1.0
5566,12.0,1.0,,1.0
5567,44.0,2.0,2.0,1.0
5568,50.0,2.0,2.0,1.0
5569,17.0,2.0,2.0,1.0
5570,37.0,1.0,2.0,1.0
5571,48.0,2.0,2.0,1.0
5572,60.0,2.0,2.0,1.0
5573,16.0,1.0,,1.0
5574,13.0,2.0,,1.0
5575,26.0,1.0,2.0,1.0
5576,36.0,1.0,1.0,1.0
5577,57.0,1.0,2.0,1.0
5578,68.0,2.0,2.0,1.0
5579,53.0,2.0,2.0,1.0
5580,2.0,1.0,,1.0
5581,3.0,1.0,,1.0
5582,71.0,1.0,2.0,1.0
5583,15.0,1.0,,1.0
5584,13.0,1.0,,1.0
5585,35.0,2.0,2.0,1.0
5586,12.0,2.0,,1.0
5587,57.0,2.0,2.0,2.0
5588,21.0,2.0,2.0,1.0
5589,39.0,1.0,2.0,2.0
5590,58.0,2.0,2.0,1.0
5591,53.0,2.0,2.0,1.0
5592,64.0,1.0,1.0,1.0
5593,1.0,2.0,,1.0
5594,11.0,1.0,,1.0
5595,75.0,2.0,2.0,1.0
5596,14.0,2.0,,1.0
5597,43.0,2.0,2.0,1.0
5598,16.0,1.0,,1.0
5599,19.0,1.0,2.0,1.0
5600,0.0,1.0,,1.0
5601,15.0,2.0,,1.0
5602,17.0,1.0,2.0,1.0
5603,29.0,2.0,2.0,2.0
5604,16.0,1.0,,1.0
5605,58.0,1.0,2.0,1.0
5606,16.0,2.0,,1.0
5607,13.0,2.0,,1.0
5608,54.0,1.0,2.0,1.0
5609,11.0,2.0,,1.0
5610,74.0,1.0,1.0,1.0
5611,10.0,1.0,,1.0
5612,85.0,1.0,2.0,1.0
5613,63.0,1.0,2.0,1.0
5614,21.0,1.0,2.0,2.0
5615,39.0,1.0,2.0,2.0
5616,36.0,1.0,2.0,1.0
5617,,2.0,,2.0
5618,13.0,1.0,,1.0
5619,10.0,2.0,,1.0
5620,16.0,1.0,,1.0
5621,14.0,2.0,,1.0
5622,1.0,2.0,,1.0
5623,70.0,1.0,1.0,1.0
5624,18.0,2.0,2.0,1.0
5625,60.0,1.0,2.0,1.0
5626,3.0,2.0,,1.0
5627,0.0,1.0,,1.0
5628,9.0,1.0,,1.0
5629,18.0,2.0,2.0,1.0
5630,,1.0,,1.0
5631,27.0,2.0,2.0,1.0
5632,1.0,2.0,,1.0
5633,26.0,1.0,2.0,2.0
5634,31.0,1.0,2.0,1.0
5635,78.0,1.0,1.0,1.0
5636,32.0,2.0,2.0,1.0
5637,15.0,2.0,,1.0
5638,13.0,1.0,,1.0
5639,13.0,1.0,,2.0
5640,13.0,2.0,,1.0
5641,20.0,1.0,2.0,1.0
5642,81.0,1.0,1.0,1.0
5643,69.0,1.0,1.0,1.0
5644,16.0,1.0,,1.0
5645,2.0,1.0,,1.0
5646,0.0,1.0,,1.0
5647,16.0,2.0,,1.0
5648,0.0,2.0,,1.0
5649,30.0,2.0,2.0,2.0
5650,44.0,2.0,2.0,1.0
5651,54.0,2.0,2.0,1.0
5652,73.0,1.0,1.0,1.0
5653,32.0,2.0,2.0,1.0
5654,82.0,2.0,2.0,1.0
5655,0.0,2.0,,1.0
5656,14.0,1.0,,1.0
5657,26.0,1.0,2.0,1.0
5658,0.0,2.0,,1.0
5659,17.0,1.0,2.0,1.0
5660,15.0,1.0,,1.0
5661,11.0,2.0,,1.0
5662,24.0,1.0,2.0,1.0
5663,11.0,2.0,,1.0
5664,19.0,1.0,2.0,1.0
5665,18.0,2.0,2.0,1.0
5666,47.0,2.0,2.0,1.0
5667,16.0,2.0,,1.0
5668,12.0,1.0,,1.0
5669,85.0,2.0,2.0,1.0
5670,13.0,1.0,,2.0
5671,35.0,2.0,2.0,1.0
5672,67.0,2.0,2.0,1.0
5673,66.0,1.0,1.0,1.0
5674,85.0,1.0,1.0,1.0
5675,16.0,1.0,,1.0
5676,50.0,1.0,2.0,1.0
5677,9.0,1.0,,1.0
5678,40.0,1.0,2.0,2.0
5679,62.0,1.0,1.0,1.0
5680,2.0,1.0,,1.0
5681,85.0,1.0,1.0,1.0
5682,16.0,2.0,,1.0
5683,76.0,2.0,2.0,1.0
5684,26.0,1.0,2.0,2.0
5685,28.0,2.0,2.0,2.0
5686,46.0,1.0,2.0,1.0
5687,80.0,2.0,2.0,1.0
5688,9.0,1.0,,1.0
5689,65.0,1.0,1.0,1.0
5690,15.0,1.0,,1.0
5691,3.0,1.0,,1.0
5692,20.0,2.0,2.0,2.0
5693,12.0,2.0,,1.0
5694,18.0,1.0,2.0,1.0
5695,10.0,2.0,,1.0
5696,13.0,2.0,,1.0
5697,3.0,2.0,,1.0
5698,12.0,1.0,,1.0
5699,21.0,1.0,2.0,2.0
5700,78.0,2.0,2.0,1.0
5701,0.0,1.0,,1.0
5702,16.0,1.0,,1.0
5703,0.0,1.0,,1.0
5704,5.0,2.0,,1.0
5705,36.0,1.0,1.0,1.0
5706,53.0,1.0,2.0,2.0
5707,2.0,1.0,,1.0
5708,2.0,2.0,,1.0
5709,22.0,1.0,2.0,1.0
5710,60.0,1.0,1.0,1.0
5711,13.0,2.0,,2.0
5712,26.0,2.0,2.0,1.0
5713,45.0,1.0,2.0,1.0
5714,,2.0,,1.0
5715,64.0,2.0,2.0,1.0
5716,1.0,2.0,,1.0
5717,82.0,2.0,2.0,1.0
5718,40.0,2.0,2.0,1.0
5719,,1.0,,1.0
5720,1.0,2.0,,1.0
5721,78.0,1.0,2.0,1.0
5722,30.0,2.0,2.0,2.0
5723,13.0,1.0,,1.0
5724,2.0,1.0,,1.0
5725,69.0,1.0,2.0,1.0
5726,75.0,2.0,2.0,1.0
5727,76.0,2.0,2.0,1.0
5728,33.0,1.0,1.0,1.0
5729,13.0,2.0,,1.0
5730,0.0,1.0,,1.0
5731,7.0,2.0,,1.0
5732,19.0,1.0,2.0,1.0
5733,2.0,1.0,,1.0
5734,65.0,1.0,2.0,2.0
5735,16.0,1.0,,1.0
5736,14.0,1.0,,2.0
5737,14.0,2.0,,1.0
5738,2.0,2.0,,1.0
5739,-7.0,2.0,,1.0
5740,45.0,1.0,1.0,1.0
5741,0.0,2.0,,1.0
5742,17.0,2.0,2.0,1.0
5743,29.0,2.0,2.0,1.0
5744,23.0,1.0,2.0,2.0
5745,5.0,1.0,,1.0
5746,23.0,2.0,2.0,1.0
5747,52.0,2.0,2.0,2.0
5748,10.0,1.0,,1.0
5749,66.0,2.0,2.0,1.0
5750,18.0,2.0,2.0,2.0
5751,6.0,1.0,,1.0
5752,55.0,2.0,2.0,1.0
5753,61.0,1.0,1.0,1.0
5754,18.0,2.0,2.0,1.0
5755,82.0,2.0,2.0,1.0
5756,12.0,1.0,,1.0
5757,0.0,2.0,,1.0
5758,17.0,2.0,2.0,1.0
5759,52.0,2.0,2.0,1.0
5760,16.0,1.0,,1.0
5761,52.0,2.0,2.0,1.0
5762,19.0,1.0,2.0,1.0
5763,37.0,2.0,2.0,2.0
5764,,2.0,,1.0
5765,61.0,2.0,2.0,1.0
5766,3.0,2.0,,1.0
5767,4.0,2.0,,1.0
5768,29.0,2.0,2.0,2.0
5769,14.0,2.0,,1.0
5770,12.0,2.0,,1.0
5771,9.0,2.0,,1.0
5772,14.0,1.0,,1.0
5773,0.0,2.0,,1.0
5774,24.0,1.0,2.0,1.0
5775,34.0,2.0,2.0,1.0
5776,5.0,2.0,,1.0
5777,60.0,1.0,1.0,1.0
5778,25.0,2.0,2.0,1.0
5779,22.0,2.0,2.0,2.0
5780,35.0,2.0,2.0,1.0
5781,20.0,2.0,2.0,1.0
5782,31.0,2.0,2.0,1.0
5783,26.0,2.0,2.0,1.0
5784,1.0,1.0,,1.0
5785,17.0,1.0,2.0,1.0
5786,53.0,1.0,2.0,2.0
5787,80.0,2.0,2.0,1.0
5788,4.0,2.0,,1.0
5789,69.0,2.0,2.0,1.0
5790,5.0,2.0,,1.0
5791,18.0,2.0,2.0,1.0
5792,52.0,2.0,2.0,1.0
5793,3.0,1.0,,1.0
5794,39.0,2.0,2.0,2.0
5795,0.0,1.0,,1.0
5796,13.0,2.0,,1.0
5797,15.0,1.0,,1.0
5798,19.0,2.0,1.0,1.0
5799,32.0,1.0,1.0,1.0
5800,9.0,1.0,,1.0
5801,27.0,2.0,2.0,2.0
5802,18.0,2.0,2.0,1.0
5803,85.0,2.0,2.0,1.0
5804,7.0,1.0,,1.0
5805,42.0,2.0,2.0,1.0
5806,67.0,1.0,1.0,1.0
5807,56.0,1.0,2.0,1.0
5808,8.0,2.0,,1.0
5809,69.0,2.0,2.0,1.0
5810,52.0,2.0,2.0,1.0
5811,,2.0,,1.0
5812,7.0,1.0,,1.0
5813,36.0,2.0,2.0,1.0
5814,49.0,1.0,2.0,1.0
5815,21.0,1.0,2.0,1.0
5816,79.0,1.0,1.0,1.0
5817,12.0,2.0,,1.0
5818,17.0,2.0,2.0,1.0
5819,7.0,1.0,,1.0
5820,42.0,1.0,2.0,2.0
5821,12.0,1.0,,1.0
5822,15.0,1.0,,1.0
5823,10.0,1.0,,2.0
5824,16.0,2.0,,1.0
5825,2.0,1.0,,1.0
5826,61.0,2.0,2.0,1.0
5827,20.0,2.0,2.0,2.0
5828,2.0,1.0,,1.0
5829,16.0,2.0,,1.0
5830,70.0,1.0,1.0,1.0
5831,47.0,1.0,2.0,1.0
5832,39.0,2.0,2.0,1.0
5833,,2.0,,2.0
5834,22.0,2.0,2.0,1.0
5835,81.0,2.0,2.0,1.0
5836,40.0,1.0,2.0,1.0
5837,3.0,2.0,,1.0
5838,24.0,1.0,2.0,2.0
5839,42.0,1.0,2.0,1.0
5840,13.0,1.0,,1.0
5841,37.0,2.0,1.0,1.0
5842,60.0,2.0,2.0,1.0
5843,56.0,1.0,2.0,1.0
5844,36.0,1.0,1.0,1.0
5845,15.0,1.0,,1.0
5846,30.0,2.0,2.0,2.0
5847,10.0,1.0,,1.0
5848,18.0,2.0,2.0,1.0
5849,36.0,2.0,2.0,1.0
5850,7.0,2.0,,1.0
5851,9.0,1.0,,1.0
5852,51.0,2.0,2.0,1.0
5853,5.0,2.0,,1.0
5854,23.0,2.0,2.0,1.0
5855,22.0,2.0,2.0,1.0
5856,84.0,1.0,2.0,1.0
5857,19.0,2.0,2.0,1.0
5858,4.0,2.0,,1.0
5859,17.0,2.0,2.0,1.0
5860,59.0,2.0,2.0,1.0
5861,74.0,1.0,2.0,1.0
5862,75.0,2.0,2.0,1.0
5863,31.0,1.0,2.0,1.0
5864,18.0,1.0,2.0,2.0
5865,49.0,2.0,2.0,1.0
5866,15.0,2.0,,2.0
5867,21.0,2.0,2.0,1.0
5868,47.0,2.0,2.0,1.0
5869,11.0,2.0,,1.0
5870,2.0,2.0,,1.0
5871,15.0,2.0,,1.0
5872,3.0,1.0,,1.0
5873,6.0,2.0,,1.0
5874,58.0,2.0,2.0,1.0
5875,5.0,2.0,,1.0
5876,51.0,1.0,2.0,2.0
5877,15.0,2.0,,1.0
5878,66.0,2.0,2.0,1.0
5879,17.0,1.0,2.0,1.0
5880,23.0,2.0,2.0,2.0
5881,80.0,2.0,2.0,1.0
5882,85.0,2.0,2.0,1.0
5883,30.0,2.0,2.0,1.0
5884,74.0,2.0,2.0,1.0
5885,8.0,2.0,,1.0
5886,0.0,1.0,,1.0
5887,12.0,1.0,,1.0
5888,4.0,1.0,,1.0
5889,60.0,1.0,2.0,1.0
5890,18.0,2.0,2.0,2.0
5891,77.0,1.0,1.0,1.0
5892,1.0,2.0,,1.0
5893,17.0,1.0,2.0,1.0
5894,64.0,1.0,2.0,1.0
5895,16.0,2.0,,1.0
5896,36.0,2.0,2.0,1.0
5897,16.0,1.0,,1.0
5898,2.0,2.0,,1.0
5899,9.0,2.0,,1.0
5900,8.0,1.0,,1.0
5901,54.0,2.0,2.0,1.0
5902,38.0,2.0,2.0,2.0
5903,48.0,2.0,2.0,1.0
5904,38.0,2.0,2.0,1.0
5905,0.0,2.0,,1.0
5906,14.0,2.0,,2.0
5907,44.0,1.0,2.0,1.0
5908,49.0,1.0,2.0,2.0
5909,0.0,1.0,,1.0
5910,22.0,2.0,2.0,1.0
5911,3.0,2.0,,1.0
5912,32.0,1.0,2.0,2.0
5913,27.0,2.0,2.0,1.0
5914,63.0,2.0,2.0,1.0
5915,49.0,1.0,2.0,1.0
5916,62.0,2.0,2.0,2.0
5917,6.0,1.0,,1.0
5918,29.0,2.0,2.0,1.0
5919,73.0,1.0,2.0,1.0
5920,81.0,2.0,2.0,1.0
5921,14.0,1.0,,1.0
5922,44.0,1.0,2.0,1.0
5923,4.0,1.0,,1.0
5924,82.0,2.0,2.0,1.0
5925,1.0,1.0,,1.0
5926,21.0,1.0,2.0,2.0
5927,17.0,2.0,2.0,1.0
5928,8.0,1.0,,1.0
5929,34.0,2.0,2.0,1.0
5930,14.0,1.0,,1.0
5931,0.0,2.0,,1.0
5932,14.0,2.0,,1.0
5933,17.0,2.0,2.0,1.0
5934,24.0,2.0,2.0,1.0
5935,62.0,2.0,2.0,1.0
5936,66.0,1.0,2.0,2.0
5937,18.0,2.0,2.0,2.0
5938,4.0,1.0,,1.0
5939,81.0,2.0,2.0,1.0
5940,10.0,2.0,,1.0
5941,78.0,1.0,2.0,1.0
5942,65.0,1.0,1.0,1.0
5943,4.0,2.0,,1.0
5944,31.0,2.0,2.0,1.0
5945,19.0,1.0,2.0,1.0
5946,78.0,2.0,2.0,1.0
5947,,2.0,,1.0
5948,12.0,2.0,,1.0
5949,59.0,2.0,2.0,1.0
5950,13.0,2.0,,1.0
5951,12.0,1.0,,1.0
5952,38.0,2.0,2.0,1.0
5953,22.0,2.0,2.0,1.0
5954,28.0,2.0,2.0,1.0
5955,8.0,1.0,,1.0
5956,12.0,2.0,,1.0
5957,8.0,1.0,,1.0
5958,15.0,2.0,,1.0
5959,8.0,1.0,,1.0
5960,40.0,2.0,2.0,1.0
5961,63.0,2.0,2.0,1.0
5962,81.0,2.0,2.0,1.0
5963,0.0,1.0,,1.0
5964,78.0,1.0,1.0,2.0
5965,23.0,2.0,2.0,2.0
5966,57.0,1.0,2.0,1.0
5967,33.0,1.0,2.0,1.0
5968,68.0,1.0,2.0,1.0
5969,18.0,2.0,2.0,1.0
5970,82.0,1.0,2.0,1.0
5971,12.0,1.0,,1.0
5972,4.0,2.0,,1.0
5973,6.0,2.0,,1.0
5974,7.0,2.0,,1.0
5975,13.0,2.0,,1.0
5976,47.0,1.0,2.0,1.0
5977,3.0,2.0,,1.0
5978,13.0,1.0,,1.0
5979,0.0,2.0,,1.0
5980,1.0,1.0,,1.0
5981,18.0,2.0,2.0,2.0
5982,59.0,1.0,1.0,1.0
5983,14.0,1.0,,2.0
5984,74.0,1.0,1.0,1.0
5985,29.0,1.0,2.0,1.0
5986,16.0,2.0,,1.0
5987,40.0,1.0,1.0,1.0
5988,17.0,1.0,2.0,1.0
5989,4.0,2.0,,1.0
5990,13.0,2.0,,1.0
5991,32.0,2.0,2.0,2.0
5992,20.0,1.0,2.0,1.0
5993,2.0,2.0,,1.0
5994,27.0,2.0,2.0,1.0
5995,25.0,1.0,2.0,1.0
5996,68.0,1.0,2.0,1.0
5997,2.0,1.0,,1.0
5998,11.0,1.0,,1.0
5999,9.0,1.0,,2.0
6000,77.0,2.0,2.0,1.0
6001,6.0,1.0,,1.0
6002,21.0,2.0,2.0,1.0
6003,46.0,1.0,2.0,1.0
6004,4.0,1.0,,1.0
6005,46.0,1.0,2.0,1.0
6006,56.0,2.0,2.0,1.0
6007,89.0,2.0,,1.0
6008,58.0,2.0,2.0,1.0
6009,18.0,1.0,2.0,1.0
6010,17.0,1.0,2.0,1.0
6011,0.0,1.0,,1.0
6012,10.0,2.0,,1.0
6013,11.0,2.0,,1.0
6014,12.0,1.0,,1.0
6015,54.0,1.0,2.0,2.0
6016,33.0,1.0,1.0,1.0
6017,22.0,2.0,1.0,1.0
6018,16.0,1.0,,1.0
6019,52.0,2.0,2.0,1.0
6020,16.0,1.0,,2.0
6021,28.0,2.0,2.0,1.0
6022,5.0,2.0,,1.0
6023,14.0,2.0,,1.0
6024,12.0,1.0,,1.0
6025,50.0,1.0,2.0,2.0
6026,9.0,2.0,,1.0
6027,55.0,2.0,2.0,1.0
6028,8.0,1.0,,1.0
6029,16.0,2.0,,1.0
6030,58.0,1.0,2.0,1.0
6031,1.0,2.0,,1.0
6032,16.0,1.0,,1.0
6033,17.0,1.0,2.0,1.0
6034,26.0,2.0,2.0,2.0
6035,12.0,2.0,,1.0
6036,15.0,2.0,,1.0
6037,45.0,1.0,2.0,1.0
6038,13.0,2.0,,1.0
6039,42.0,1.0,2.0,1.0
6040,3.0,1.0,,9.0
6041,,2.0,,1.0
6042,10.0,2.0,,1.0
6043,14.0,2.0,,1.0
6044,85.0,2.0,2.0,1.0
6045,21.0,2.0,2.0,1.0
6046,19.0,1.0,2.0,1.0
6047,34.0,2.0,2.0,1.0
6048,7.0,1.0,,1.0
6049,18.0,1.0,2.0,2.0
6050,34.0,1.0,2.0,1.0
6051,65.0,1.0,2.0,1.0
6052,7.0,1.0,,1.0
6053,29.0,2.0,2.0,2.0
6054,48.0,2.0,2.0,1.0
6055,13.0,1.0,,1.0
6056,9.0,1.0,,2.0
6057,2.0,1.0,,1.0
6058,19.0,1.0,2.0,1.0
6059,11.0,1.0,,1.0
6060,11.0,2.0,,1.0
6061,19.0,1.0,2.0,1.0
6062,12.0,1.0,,1.0
6063,66.0,1.0,1.0,1.0
6064,43.0,1.0,2.0,1.0
6065,5.0,2.0,,1.0
6066,59.0,1.0,2.0,1.0
6067,39.0,2.0,2.0,1.0
6068,15.0,2.0,,1.0
6069,42.0,1.0,2.0,1.0
6070,5.0,2.0,,1.0
6071,22.0,2.0,2.0,1.0
6072,83.0,1.0,1.0,1.0
6073,37.0,1.0,2.0,1.0
6074,32.0,2.0,2.0,1.0
6075,38.0,1.0,2.0,1.0
6076,12.0,2.0,,1.0
6077,53.0,2.0,2.0,1.0
6078,23.0,1.0,2.0,1.0
6079,64.0,2.0,2.0,1.0
6080,30.0,2.0,2.0,2.0
6081,70.0,1.0,1.0,1.0
6082,70.0,2.0,2.0,1.0
6083,40.0,1.0,2.0,1.0
6084,8.0,1.0,,1.0
6085,54.0,1.0,1.0,1.0
6086,57.0,2.0,2.0,1.0
6087,29.0,2.0,2.0,2.0
6088,0.0,1.0,,1.0
6089,74.0,2.0,2.0,1.0
6090,55.0,1.0,1.0,1.0
6091,8.0,2.0,,1.0
6092,11.0,2.0,,2.0
6093,52.0,2.0,2.0,2.0
6094,63.0,1.0,2.0,1.0
6095,52.0,2.0,2.0,1.0
6096,70.0,1.0,1.0,1.0
6097,68.0,1.0,1.0,1.0
6098,5.0,1.0,,1.0
6099,23.0,1.0,2.0,2.0
6100,8.0,1.0,,1.0
6101,5.0,2.0,,9.0
6102,42.0,2.0,2.0,2.0
6103,12.0,1.0,,1.0
6104,85.0,2.0,2.0,1.0
6105,18.0,2.0,2.0,1.0
6106,35.0,1.0,2.0,1.0
6107,84.0,2.0,2.0,1.0
6108,6.0,1.0,,1.0
6109,66.0,2.0,2.0,2.0
6110,31.0,2.0,2.0,1.0
6111,1.0,1.0,,1.0
6112,1.0,1.0,,1.0
6113,13.0,2.0,,1.0
6114,15.0,1.0,,1.0
6115,81.0,2.0,2.0,1.0
6116,71.0,2.0,2.0,1.0
6117,57.0,2.0,2.0,1.0
6118,3.0,1.0,,1.0
6119,1.0,1.0,,1.0
6120,18.0,2.0,2.0,1.0
6121,83.0,1.0,2.0,1.0
6122,59.0,2.0,2.0,1.0
6123,58.0,2.0,2.0,1.0
6124,61.0,2.0,2.0,1.0
6125,55.0,2.0,2.0,1.0
6126,2.0,2.0,,1.0
6127,77.0,1.0,1.0,1.0
6128,13.0,1.0,,1.0
6129,17.0,1.0,2.0,1.0
6130,58.0,2.0,2.0,1.0
6131,63.0,1.0,2.0,1.0
6132,6.0,1.0,,1.0
6133,25.0,1.0,2.0,1.0
6134,10.0,2.0,,1.0
6135,16.0,2.0,,2.0
6136,17.0,2.0,2.0,1.0
6137,0.0,1.0,,1.0
6138,70.0,1.0,1.0,1.0
6139,14.0,2.0,,1.0
6140,82.0,2.0,2.0,1.0
6141,15.0,1.0,,1.0
6142,17.0,1.0,2.0,1.0
6143,23.0,2.0,2.0,1.0
6144,2.0,2.0,,1.0
6145,15.0,1.0,,2.0
6146,39.0,1.0,2.0,1.0
6147,70.0,1.0,1.0,1.0
6148,70.0,1.0,1.0,1.0
6149,38.0,2.0,2.0,1.0
6150,8.0,2.0,,1.0
6151,,1.0,,1.0
6152,0.0,1.0,,1.0
6153,32.0,1.0,2.0,2.0
6154,32.0,2.0,2.0,1.0
6155,3.0,2.0,,1.0
6156,4.0,2.0,,1.0
6157,38.0,2.0,2.0,1.0
6158,1.0,2.0,,1.0
6159,51.0,2.0,2.0,1.0
6160,64.0,1.0,2.0,1.0
6161,62.0,1.0,2.0,2.0
6162,72.0,1.0,1.0,1.0
6163,16.0,1.0,,1.0
6164,33.0,1.0,2.0,1.0
6165,35.0,2.0,2.0,1.0
6166,17.0,1.0,2.0,1.0
6167,68.0,2.0,2.0,1.0
6168,21.0,1.0,2.0,1.0
6169,79.0,1.0,1.0,1.0
6170,39.0,1.0,2.0,1.0
6171,17.0,2.0,2.0,1.0
6172,10.0,2.0,,1.0
6173,85.0,2.0,2.0,1.0
6174,4.0,2.0,,1.0
6175,64.0,1.0,2.0,1.0
6176,3.0,2.0,,1.0
6177,14.0,1.0,,1.0
6178,40.0,2.0,2.0,1.0
6179,85.0,1.0,2.0,1.0
6180,2.0,1.0,,1.0
6181,30.0,1.0,2.0,1.0
6182,4.0,2.0,,1.0
6183,62.0,1.0,2.0,1.0
6184,73.0,2.0,2.0,1.0
6185,37.0,2.0,2.0,1.0
6186,8.0,1.0,,1.0
6187,12.0,1.0,,2.0
6188,64.0,1.0,1.0,1.0
6189,67.0,2.0,2.0,1.0
6190,34.0,2.0,2.0,1.0
6191,11.0,1.0,,1.0
6192,12.0,1.0,,1.0
6193,2.0,1.0,,1.0
6194,0.0,1.0,,1.0
6195,82.0,2.0,2.0,1.0
6196,65.0,1.0,2.0,1.0
6197,29.0,2.0,2.0,1.0
6198,73.0,2.0,2.0,1.0
6199,54.0,1.0,2.0,1.0
6200,19.0,1.0,2.0,1.0
6201,70.0,1.0,2.0,1.0
6202,7.0,2.0,,1.0
6203,71.0,2.0,2.0,1.0
6204,2.0,1.0,,1.0
6205,16.0,2.0,,2.0
6206,14.0,2.0,,1.0
6207,13.0,2.0,,1.0
6208,4.0,2.0,,1.0
6209,44.0,2.0,2.0,1.0
6210,21.0,1.0,2.0,1.0
6211,18.0,2.0,2.0,2.0
6212,82.0,1.0,2.0,1.0
6213,69.0,1.0,2.0,1.0
6214,16.0,2.0,,1.0
6215,36.0,1.0,2.0,1.0
6216,63.0,2.0,2.0,1.0
6217,27.0,2.0,2.0,2.0
6218,30.0,2.0,2.0,1.0
6219,38.0,1.0,1.0,1.0
6220,23.0,1.0,2.0,1.0
6221,0.0,2.0,,1.0
6222,61.0,2.0,2.0,2.0
6223,45.0,1.0,2.0,1.0
6224,15.0,1.0,,1.0
6225,,1.0,,2.0
6226,83.0,1.0,2.0,1.0
6227,5.0,2.0,,1.0
6228,0.0,2.0,,1.0
6229,9.0,2.0,,1.0
6230,12.0,2.0,,1.0
6231,41.0,1.0,2.0,2.0
6232,67.0,1.0,2.0,1.0
6233,46.0,2.0,2.0,1.0
6234,4.0,2.0,,1.0
6235,6.0,1.0,,1.0
6236,53.0,2.0,2.0,1.0
6237,74.0,2.0,2.0,1.0
6238,8.0,2.0,,1.0
6239,10.0,2.0,,1.0
6240,53.0,2.0,2.0,1.0
6241,7.0,2.0,,1.0
6242,23.0,1.0,2.0,1.0
6243,27.0,2.0,2.0,1.0
6244,49.0,2.0,2.0,1.0
6245,46.0,1.0,2.0,2.0
6246,46.0,2.0,2.0,1.0
6247,61.0,1.0,2.0,1.0
6248,40.0,1.0,2.0,1.0
6249,70.0,2.0,2.0,2.0
6250,0.0,2.0,,1.0
6251,16.0,2.0,,1.0
6252,11.0,2.0,,1.0
6253,3.0,1.0,,1.0
6254,18.0,2.0,2.0,1.0
6255,2.0,1.0,,1.0
6256,52.0,2.0,2.0,1.0
6257,9.0,2.0,,1.0
6258,23.0,1.0,2.0,1.0
6259,36.0,1.0,2.0,1.0
6260,70.0,1.0,2.0,1.0
6261,14.0,1.0,,1.0
6262,14.0,1.0,,2.0
6263,1.0,2.0,,1.0
6264,0.0,1.0,,1.0
6265,16.0,1.0,,1.0
6266,79.0,1.0,1.0,1.0
6267,9.0,2.0,,1.0
6268,35.0,1.0,2.0,1.0
6269,13.0,2.0,,1.0
6270,60.0,1.0,2.0,1.0
6271,0.0,2.0,,1.0
6272,81.0,1.0,1.0,1.0
6273,37.0,1.0,2.0,1.0
6274,2.0,1.0,,1.0
6275,0.0,2.0,,1.0
6276,,2.0,,1.0
6277,17.0,1.0,2.0,1.0
6278,0.0,1.0,,1.0
6279,4.0,2.0,,1.0
6280,11.0,1.0,,1.0
6281,2.0,1.0,,1.0
6282,12.0,1.0,,1.0
6283,79.0,1.0,2.0,2.0
6284,12.0,1.0,,1.0
6285,27.0,2.0,2.0,2.0
6286,11.0,2.0,,1.0
6287,53.0,2.0,2.0,1.0
6288,8.0,2.0,,1.0
6289,68.0,2.0,2.0,1.0
6290,17.0,2.0,2.0,1.0
6291,19.0,1.0,2.0,2.0
6292,19.0,2.0,2.0,1.0
